game_result,enemies,enemies_areas,enemies_dice,my_dice,my_areas,border_areas,border_dice,regions,enemies_regions,biggest_region
1,4,30,66,18,4,3,16,1,7,18
1,4,30,66,18,4,3,17,1,7,18
1,4,29,64,18,5,2,12,1,7,18
1,4,29,64,18,5,2,15,1,7,18
1,4,29,64,18,5,2,15,1,7,18
1,4,29,64,18,5,2,15,1,7,18
1,4,29,64,18,5,2,15,1,7,18
1,4,29,64,18,5,2,15,1,7,18
1,4,28,62,18,6,1,7,1,6,18
1,4,27,61,18,7,1,6,1,5,18
1,4,26,56,18,8,2,6,1,5,18
1,4,25,54,18,9,2,5,1,5,18
1,4,24,53,18,10,3,5,1,5,18
1,4,23,52,18,11,4,5,1,5,18
1,4,25,61,26,9,3,6,2,4,26
1,4,25,61,26,9,3,6,2,4,26
1,4,25,61,26,9,3,6,2,4,26
1,4,25,61,26,9,3,6,2,4,26
1,4,25,61,26,9,3,13,2,4,26
1,4,25,61,26,9,3,13,2,4,26
1,4,25,61,26,9,3,13,2,4,26
1,4,24,60,26,10,4,13,2,5,26
1,4,23,57,26,11,5,13,2,5,26
1,4,22,54,26,12,6,13,2,6,26
1,4,21,52,26,13,7,13,2,6,26
1,4,20,50,26,14,8,13,2,6,26
1,4,21,57,37,13,7,18,3,6,37
1,4,21,57,37,13,7,18,3,6,37
1,4,21,57,37,13,7,18,3,6,37
1,4,21,57,37,13,7,18,3,6,37
1,4,21,57,37,13,7,24,3,6,37
1,4,21,57,37,13,7,24,3,6,37
1,4,21,57,37,13,7,24,3,6,37
1,4,20,56,37,14,6,20,2,5,37
1,4,19,53,37,15,6,19,2,5,37
1,4,18,51,37,16,6,18,2,5,37
1,4,17,50,37,17,7,18,2,5,37
1,4,16,49,37,18,5,13,2,4,37
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,53,44,15,3,8,1,4,44
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,19,70,59,15,3,13,1,3,59
1,4,18,68,59,16,4,13,1,3,59
1,4,19,76,71,15,4,15,2,3,71
1,4,19,76,71,15,4,15,2,3,71
1,4,19,76,71,15,4,15,2,3,71
1,4,19,76,71,15,4,15,2,3,71
1,4,19,76,71,15,4,21,2,3,71
1,4,19,76,71,15,4,23,2,3,71
1,4,19,76,71,15,4,23,2,3,71
1,4,19,74,64,15,4,16,2,3,64
1,4,19,72,57,15,4,9,2,3,57
1,4,18,71,57,16,5,9,2,3,57
1,4,17,69,57,17,6,9,2,4,57
1,4,16,67,57,18,7,9,2,5,57
1,4,15,66,57,19,8,9,2,5,57
1,4,21,87,61,13,2,6,1,3,61
1,4,21,87,61,13,2,6,1,3,61
1,4,21,87,61,13,2,6,1,3,61
1,4,21,87,61,13,2,6,1,3,61
1,4,21,87,61,13,2,12,1,3,61
1,4,21,87,61,13,2,13,1,3,61
1,4,21,87,61,13,2,13,1,3,61
1,4,20,81,61,14,2,12,1,3,61
1,4,19,76,61,15,3,12,1,4,61
1,4,18,75,61,16,4,12,1,5,61
1,4,17,73,61,17,4,8,1,4,61
1,4,19,86,72,15,4,14,2,3,72
1,4,19,86,72,15,4,14,2,3,72
1,4,19,86,72,15,4,14,2,3,72
1,4,19,86,72,15,4,14,2,3,72
1,4,19,86,72,15,4,18,2,3,72
1,4,19,86,72,15,4,21,2,3,72
1,4,19,86,72,15,4,24,2,3,72
1,4,18,79,72,16,4,23,2,3,72
1,4,17,75,72,17,4,22,2,3,72
1,4,16,72,72,18,4,21,2,3,72
1,4,15,71,72,19,5,21,2,3,72
1,4,19,82,70,15,3,13,2,3,70
1,4,19,82,70,15,3,13,2,3,70
1,4,19,82,70,15,3,13,2,3,70
1,4,19,82,70,15,3,13,2,3,70
1,4,19,82,70,15,3,15,2,3,70
1,4,19,82,70,15,3,16,2,3,70
1,4,19,82,70,15,3,16,2,3,70
1,4,18,80,70,16,3,15,1,3,70
1,4,17,77,70,17,3,14,1,3,70
1,4,16,74,70,18,4,14,1,4,70
1,4,15,73,70,19,5,14,1,4,70
1,4,14,71,70,20,6,14,1,4,70
1,4,13,69,70,21,6,13,1,4,70
1,4,19,88,78,15,6,22,4,3,78
1,4,19,88,78,15,6,22,4,3,78
1,4,19,88,78,15,6,22,4,3,78
1,4,19,88,78,15,6,22,4,3,78
1,4,19,88,78,15,6,29,4,3,78
1,4,19,88,78,15,6,33,4,3,78
1,4,19,88,78,15,6,33,4,3,78
1,4,18,83,78,16,7,33,4,4,78
1,4,17,82,78,17,6,31,3,4,78
1,4,16,80,78,18,6,30,3,4,78
1,4,15,77,78,19,6,29,2,4,78
1,4,14,75,78,20,5,26,1,4,78
1,4,13,73,78,21,5,25,1,4,78
1,4,13,72,74,21,5,21,1,4,74
1,4,12,71,74,22,5,20,1,4,74
1,4,17,86,77,17,4,18,1,4,77
1,4,17,86,77,17,4,18,1,4,77
1,4,17,86,77,17,4,18,1,4,77
1,4,17,86,77,17,4,18,1,4,77
1,4,17,86,77,17,4,20,1,4,77
1,4,17,86,77,17,4,20,1,4,77
1,4,17,86,77,17,4,20,1,4,77
1,4,16,84,77,18,5,20,1,4,77
1,4,15,83,77,19,6,20,1,4,77
1,4,14,82,77,20,7,20,1,4,77
1,4,14,81,74,20,7,17,1,4,74
1,4,14,80,68,20,7,11,1,4,68
1,4,19,88,75,15,5,17,3,4,75
1,4,19,88,75,15,5,17,3,4,75
1,4,19,88,75,15,5,17,3,4,75
1,4,19,88,75,15,5,17,3,4,75
1,4,19,88,75,15,5,20,3,4,75
1,4,19,88,75,15,5,23,3,4,75
1,4,19,88,75,15,5,23,3,4,75
1,4,18,86,75,16,6,23,3,4,75
1,4,17,84,75,17,7,23,3,5,75
1,4,16,83,75,18,6,15,2,4,75
1,4,16,82,70,18,6,10,2,4,70
1,4,18,93,84,16,6,21,4,3,84
1,4,18,93,84,16,6,21,4,3,84
1,4,18,93,84,16,6,21,4,3,84
1,4,18,93,84,16,6,21,4,3,84
1,4,18,93,84,16,6,26,4,3,84
1,4,18,93,84,16,6,31,4,3,84
1,4,18,93,84,16,6,34,4,3,84
1,4,17,88,84,17,6,33,4,3,84
1,4,17,87,78,17,6,27,4,3,78
1,4,16,84,78,18,6,26,2,3,78
1,4,15,81,78,19,5,24,2,3,78
1,4,14,79,78,20,5,23,2,3,78
1,4,13,76,78,21,3,14,1,3,78
1,4,13,75,75,21,3,11,1,3,75
1,2,0,0,95,20,2,14,1,2,95
1,2,0,0,95,20,2,14,1,2,95
1,2,0,0,95,20,2,14,1,2,95
1,2,0,0,95,20,2,14,1,2,95
1,2,0,0,95,20,2,16,1,2,95
1,2,0,0,95,20,2,16,1,2,95
1,2,0,0,95,20,2,16,1,2,95
1,2,0,0,95,21,3,16,1,2,95
1,2,0,0,95,22,4,16,1,2,95
1,2,0,0,95,23,4,15,1,2,95
1,2,0,0,95,24,4,10,1,2,95
1,2,0,0,95,25,4,9,1,2,95
1,2,0,0,105,22,4,15,1,2,105
1,2,0,0,105,22,4,15,1,2,105
1,2,0,0,105,22,4,15,1,2,105
1,2,0,0,105,22,4,15,1,2,105
1,2,0,0,105,22,4,20,1,2,105
1,2,0,0,105,22,4,20,1,2,105
1,2,0,0,105,22,4,20,1,2,105
1,2,0,0,105,23,3,16,1,2,105
1,2,0,0,105,24,3,15,1,2,105
1,2,0,0,102,24,3,12,1,2,102
1,2,0,0,102,25,3,11,1,2,102
1,2,0,0,96,25,3,5,1,2,96
1,2,0,0,111,22,4,13,1,2,111
1,2,0,0,111,22,4,13,1,2,111
1,2,0,0,111,22,4,13,1,2,111
1,2,0,0,111,22,4,13,1,2,111
1,2,0,0,111,22,4,16,1,2,111
1,2,0,0,111,22,4,18,1,2,111
1,2,0,0,111,22,4,19,1,2,111
1,2,0,0,111,23,5,19,1,2,111
1,2,0,0,111,24,5,14,1,2,111
1,2,0,0,111,25,4,12,1,2,111
1,2,0,0,111,26,4,11,1,2,111
1,2,0,0,111,27,5,11,1,2,111
1,2,0,0,126,23,3,8,1,2,126
1,2,0,0,126,23,3,8,1,2,126
1,2,0,0,126,23,3,8,1,2,126
1,2,0,0,126,23,3,8,1,2,126
1,2,0,0,126,23,3,12,1,2,126
1,2,0,0,126,23,3,14,1,2,126
1,2,0,0,126,23,3,16,1,2,126
1,2,0,0,119,23,3,9,1,2,119
1,2,0,0,119,24,2,3,1,2,119
1,2,0,0,143,24,2,8,1,2,143
1,2,0,0,143,24,2,8,1,2,143
1,2,0,0,143,24,2,8,1,2,143
1,2,0,0,143,24,2,8,1,2,143
1,2,0,0,143,24,2,12,1,2,143
1,2,0,0,143,24,2,15,1,2,143
1,2,0,0,143,24,2,15,1,2,143
1,2,0,0,143,25,2,14,1,2,143
1,2,0,0,136,25,2,7,1,2,136
1,2,0,0,131,25,2,2,1,2,131
1,2,0,0,154,25,2,5,1,2,154
1,2,0,0,154,25,2,5,1,2,154
1,2,0,0,154,25,2,5,1,2,154
1,2,0,0,154,25,2,5,1,2,154
1,2,0,0,154,25,2,7,1,2,154
1,2,0,0,154,25,2,7,1,2,154
1,2,0,0,154,25,2,7,1,2,154
1,2,0,0,154,26,2,4,1,2,154
1,2,0,0,178,26,2,8,1,2,178
1,2,0,0,178,26,2,8,1,2,178
1,2,0,0,178,26,2,8,1,2,178
1,2,0,0,178,26,2,8,1,2,178
1,2,0,0,178,26,2,12,1,2,178
1,2,0,0,178,26,2,14,1,2,178
1,2,0,0,178,26,2,14,1,2,178
1,2,0,0,178,27,3,14,1,2,178
1,2,0,0,178,28,2,7,1,2,178
1,2,0,0,191,26,2,11,1,2,191
1,2,0,0,191,26,2,11,1,2,191
1,2,0,0,191,26,2,11,1,2,191
1,2,0,0,191,26,2,11,1,2,191
1,2,0,0,191,26,2,15,1,2,191
1,2,0,0,191,26,2,15,1,2,191
1,2,0,0,191,26,2,15,1,2,191
1,2,0,0,191,27,2,14,1,2,191
1,2,0,0,191,28,3,14,1,2,191
1,2,0,0,186,28,3,9,1,2,186
1,2,0,0,186,29,2,2,1,2,186
1,2,0,0,210,28,2,12,1,2,210
1,2,0,0,210,28,2,12,1,2,210
1,2,0,0,210,28,2,12,1,2,210
1,2,0,0,210,28,2,12,1,2,210
1,2,0,0,210,28,2,15,1,2,210
1,2,0,0,210,28,2,15,1,2,210
1,2,0,0,210,28,2,15,1,2,210
1,2,0,0,210,29,2,14,1,2,210
1,2,0,0,210,30,3,14,1,2,210
1,2,0,0,204,30,3,8,1,2,204
1,2,0,0,221,28,2,13,1,2,221
1,2,0,0,221,28,2,13,1,2,221
1,2,0,0,221,28,2,13,1,2,221
1,2,0,0,221,28,2,13,1,2,221
1,2,0,0,221,28,2,16,1,2,221
1,2,0,0,221,28,2,16,1,2,221
1,2,0,0,221,28,2,16,1,2,221
1,2,0,0,221,29,2,8,1,2,221
1,2,0,0,221,30,3,8,1,2,221
1,2,0,0,221,31,3,3,1,2,221
1,2,0,0,246,31,3,22,1,2,246
1,2,0,0,246,31,3,22,1,2,246
1,2,0,0,246,31,3,22,1,2,246
1,2,0,0,246,31,3,22,1,2,246
1,2,0,0,246,31,3,24,1,2,246
1,2,0,0,246,31,3,24,1,2,246
1,2,0,0,246,31,3,24,1,2,246
1,2,0,0,246,32,3,16,1,2,246
1,2,0,0,246,33,1,7,1,2,246
1,2,0,0,240,33,1,1,1,2,240
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,2,0,0,264,33,1,8,1,2,264
1,1,0,0,264,34,0,0,1,1,264
1,4,30,71,18,4,3,16,1,6,18
1,4,30,71,18,4,3,17,1,6,18
1,4,29,69,18,5,2,12,1,6,18
1,4,29,69,18,5,2,15,1,6,18
1,4,29,69,18,5,2,15,1,6,18
1,4,29,69,18,5,2,15,1,6,18
1,4,29,69,18,5,2,15,1,6,18
1,4,29,69,18,5,2,15,1,6,18
1,4,28,67,18,6,1,7,1,5,18
1,4,27,65,18,7,1,6,1,5,18
1,4,26,62,18,8,2,6,1,5,18
1,4,25,60,18,9,2,5,1,5,18
1,4,24,58,18,10,3,5,1,5,18
1,4,23,56,18,11,4,5,1,5,18
1,4,27,70,21,7,1,2,1,5,21
1,4,27,70,21,7,1,2,1,5,21
1,4,27,70,21,7,1,2,1,5,21
1,4,27,70,21,7,1,2,1,5,21
1,4,27,70,21,7,1,8,1,5,21
1,4,27,70,21,7,1,8,1,5,21
1,4,27,70,21,7,1,8,1,5,21
1,4,26,68,21,8,2,8,1,6,21
1,4,25,65,21,9,3,8,1,6,21
1,4,24,64,21,10,4,8,1,6,21
1,4,23,62,21,11,5,8,1,6,21
1,4,22,61,21,12,6,8,1,6,21
1,4,21,60,21,13,5,6,1,5,21
1,4,23,73,32,11,3,7,2,3,32
1,4,23,73,32,11,3,7,2,3,32
1,4,23,73,32,11,3,7,2,3,32
1,4,23,73,32,11,3,7,2,3,32
1,4,23,73,32,11,3,14,2,3,32
1,4,23,73,32,11,3,14,2,3,32
1,4,23,73,32,11,3,14,2,3,32
1,4,22,69,32,12,4,14,2,4,32
1,4,21,66,32,13,5,14,2,4,32
1,4,20,64,32,14,5,13,2,4,32
1,4,19,63,32,15,5,12,2,4,32
1,4,18,61,32,16,4,8,1,3,32
1,4,17,58,32,17,5,8,1,3,32
1,4,17,57,29,17,5,5,1,3,29
1,4,19,69,44,15,4,8,1,3,44
1,4,19,69,44,15,4,8,1,3,44
1,4,19,69,44,15,4,8,1,3,44
1,4,19,69,44,15,4,8,1,3,44
1,4,19,69,44,15,4,10,1,3,44
1,4,19,69,44,15,4,12,1,3,44
1,4,19,69,44,15,4,17,1,3,44
1,4,18,66,44,16,3,14,1,3,44
1,4,17,64,44,17,4,14,1,4,44
1,4,16,63,44,18,4,10,1,3,44
1,4,15,61,44,19,4,9,1,3,44
1,4,21,64,43,13,4,9,3,4,43
1,4,21,64,43,13,4,9,3,4,43
1,4,21,64,43,13,4,9,3,4,43
1,4,21,64,43,13,4,9,3,4,43
1,4,21,64,43,13,4,15,3,4,43
1,4,21,64,43,13,4,19,3,4,43
1,4,21,64,43,13,4,24,3,4,43
1,4,20,59,43,14,5,24,3,6,43
1,4,19,55,43,15,6,24,3,6,43
1,4,18,53,43,16,6,23,2,7,43
1,4,17,51,43,17,5,15,1,6,43
1,4,16,47,43,18,4,13,1,6,43
1,4,15,44,43,19,5,13,1,6,43
1,4,14,42,43,20,5,12,1,5,43
1,4,14,41,39,20,5,8,1,5,39
1,4,13,40,39,21,4,6,1,4,39
1,3,17,43,51,17,3,5,1,3,51
1,3,17,43,51,17,3,5,1,3,51
1,3,17,43,51,17,3,5,1,3,51
1,3,17,43,51,17,3,5,1,3,51
1,3,17,43,51,17,3,11,1,3,51
1,3,17,43,51,17,3,18,1,3,51
1,3,17,43,51,17,3,20,1,3,51
1,3,16,40,51,18,4,20,1,3,51
1,3,15,38,51,19,3,18,1,3,51
1,3,14,35,51,20,3,17,1,3,51
1,3,13,32,51,21,4,17,1,3,51
1,2,12,31,51,22,2,11,1,2,51
1,2,11,26,51,23,2,10,1,2,51
1,2,10,22,51,24,3,10,1,2,51
1,2,9,20,51,25,4,10,1,3,51
1,2,8,19,51,26,5,10,1,3,51
1,2,7,17,51,27,6,10,1,4,51
1,2,6,16,51,28,4,6,1,3,51
1,2,5,14,51,29,5,6,1,3,51
1,2,4,13,51,30,5,5,1,4,51
1,2,10,22,71,24,3,5,1,2,71
1,2,10,22,71,24,3,5,1,2,71
1,2,10,22,71,24,3,5,1,2,71
1,2,10,22,71,24,3,5,1,2,71
1,2,10,22,71,24,3,9,1,2,71
1,2,10,22,71,24,3,10,1,2,71
1,2,10,22,71,24,3,10,1,2,71
1,2,9,20,71,25,4,10,1,2,71
1,2,9,19,68,25,4,7,1,2,68
1,2,8,17,68,26,3,5,1,2,68
1,2,8,25,94,26,3,10,1,2,94
1,2,8,25,94,26,3,10,1,2,94
1,2,8,25,94,26,3,10,1,2,94
1,2,8,25,94,26,3,10,1,2,94
1,2,8,25,94,26,3,12,1,2,94
1,2,8,25,94,26,3,12,1,2,94
1,2,8,25,94,26,3,12,1,2,94
1,2,7,23,94,27,2,8,1,2,94
1,2,6,21,94,28,3,8,1,2,94
1,2,9,24,114,25,2,5,1,2,114
1,2,9,24,114,25,2,5,1,2,114
1,2,9,24,114,25,2,5,1,2,114
1,2,9,24,114,25,2,5,1,2,114
1,2,9,24,114,25,2,12,1,2,114
1,2,9,24,114,25,2,16,1,2,114
1,2,9,24,114,25,2,16,1,2,114
1,2,8,22,114,26,2,15,1,2,114
1,2,7,20,114,27,3,15,1,2,114
1,2,6,18,114,28,2,13,1,2,114
1,2,5,14,114,29,2,12,1,2,114
1,2,4,13,114,30,3,12,1,2,114
1,2,3,11,114,31,4,12,1,3,114
1,2,2,9,114,32,4,8,1,2,114
1,2,2,8,110,32,4,4,1,2,110
1,2,5,13,136,29,3,6,1,2,136
1,2,5,13,136,29,3,6,1,2,136
1,2,5,13,136,29,3,6,1,2,136
1,2,5,13,136,29,3,6,1,2,136
1,2,5,13,136,29,3,9,1,2,136
1,2,5,13,136,29,3,13,1,2,136
1,2,5,13,136,29,3,13,1,2,136
1,2,4,12,136,30,4,13,1,2,136
1,2,3,10,136,31,4,12,1,2,136
1,2,2,8,136,32,5,12,1,2,136
1,2,1,4,136,33,5,11,1,2,136
0,4,28,76,17,6,4,9,2,3,17
0,4,28,76,17,6,4,13,2,3,17
0,4,28,76,17,6,4,15,2,3,17
0,4,28,76,17,6,4,15,2,3,17
0,4,28,76,17,6,4,15,2,3,17
0,4,28,76,17,6,4,15,2,3,17
0,4,28,76,17,6,4,15,2,3,17
0,4,28,75,12,6,4,10,2,3,12
0,4,27,72,12,7,4,9,1,3,12
0,3,28,79,18,6,5,16,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,28,79,18,6,5,17,1,4,18
0,3,27,77,18,7,6,17,1,5,18
0,3,27,76,14,7,6,13,1,5,14
0,3,26,73,14,8,4,7,1,4,14
0,3,30,85,12,4,2,2,1,3,12
0,3,30,85,12,4,2,6,1,3,12
0,3,30,85,12,4,2,9,1,3,12
0,3,30,85,12,4,2,9,1,3,12
0,3,30,85,12,4,2,9,1,3,12
0,3,30,85,12,4,2,9,1,3,12
0,3,30,85,12,4,2,9,1,3,12
0,3,29,82,12,5,2,8,1,3,12
0,3,28,78,12,6,2,7,1,3,12
0,3,27,75,12,7,2,6,1,3,12
0,3,26,72,12,8,3,6,1,3,12
0,3,30,92,9,4,2,3,1,3,9
0,3,30,92,9,4,2,5,1,3,9
0,3,30,92,9,4,2,7,1,3,9
0,3,30,92,9,4,2,7,1,3,9
0,3,30,92,9,4,2,7,1,3,9
0,3,30,92,9,4,2,7,1,3,9
0,3,30,92,9,4,2,7,1,3,9
0,3,29,89,9,5,2,6,1,3,9
0,3,29,88,6,5,2,3,1,3,6
0,3,32,103,6,2,2,6,1,3,6
0,3,32,127,8,2,2,8,1,3,8
0,4,25,69,18,9,2,5,1,3,18
0,4,25,69,18,9,2,8,1,3,18
0,4,25,69,18,9,2,9,1,3,18
0,4,25,69,18,9,2,11,1,3,18
0,4,25,69,18,9,2,11,1,3,18
0,4,25,69,18,9,2,11,1,3,18
0,4,25,69,18,9,2,11,1,3,18
0,4,31,85,11,3,2,6,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,31,85,11,3,2,10,1,3,11
0,4,30,82,11,4,3,10,1,4,11
0,4,29,81,11,5,4,10,1,5,11
0,4,28,79,11,6,5,10,1,5,11
0,4,27,78,11,7,4,4,1,4,11
0,4,29,100,14,5,3,7,1,4,14
0,4,29,100,14,5,3,10,1,4,14
0,4,29,100,14,5,3,12,1,4,14
0,4,29,100,14,5,3,12,1,4,14
0,4,29,100,14,5,3,12,1,4,14
0,4,29,100,14,5,3,12,1,4,14
0,4,29,100,14,5,3,12,1,4,14
0,4,28,97,14,6,4,12,1,4,14
0,4,27,95,14,7,4,11,1,4,14
0,4,28,102,18,6,4,13,1,4,18
0,4,28,102,18,6,4,15,1,4,18
0,4,28,102,18,6,4,16,1,4,18
0,4,28,102,18,6,4,16,1,4,18
0,4,28,102,18,6,4,16,1,4,18
0,4,28,102,18,6,4,16,1,4,18
0,4,28,102,18,6,4,16,1,4,18
0,4,27,99,18,7,4,13,1,4,18
0,4,26,98,18,8,3,11,1,4,18
0,4,25,97,18,9,2,9,1,3,18
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,30,106,12,4,3,11,1,6,12
0,4,29,104,12,5,4,11,1,5,12
0,4,32,104,7,2,2,7,1,5,7
0,4,31,102,7,3,3,7,1,5,7
0,3,33,126,4,1,1,4,1,3,4
0,4,27,71,18,7,2,3,1,3,18
0,4,27,71,18,7,2,3,1,3,18
0,4,27,71,18,7,2,3,1,3,18
0,4,27,71,18,7,2,3,1,3,18
0,4,27,71,18,7,2,6,1,3,18
0,4,27,71,18,7,2,10,1,3,18
0,4,27,71,18,7,2,11,1,3,18
0,4,26,68,18,8,1,5,1,4,18
0,4,25,66,18,9,2,5,1,4,18
0,4,25,88,27,9,2,7,1,4,27
0,4,25,88,27,9,2,7,1,4,27
0,4,25,88,27,9,2,7,1,4,27
0,4,25,88,27,9,2,7,1,4,27
0,4,25,88,27,9,2,12,1,4,27
0,4,25,88,27,9,2,12,1,4,27
0,4,25,88,27,9,2,12,1,4,27
0,4,24,83,27,10,3,12,1,4,27
0,4,23,82,27,11,3,6,1,3,27
0,4,24,83,34,10,2,2,1,3,34
0,4,24,83,34,10,2,2,1,3,34
0,4,24,83,34,10,2,2,1,3,34
0,4,24,83,34,10,2,2,1,3,34
0,4,24,83,34,10,2,9,1,3,34
0,4,24,83,34,10,2,14,1,3,34
0,4,24,83,34,10,2,16,1,3,34
0,4,23,79,34,11,2,8,1,3,34
0,4,23,78,28,11,2,2,1,3,28
0,4,23,85,39,11,2,3,1,4,39
0,4,23,85,39,11,2,3,1,4,39
0,4,23,85,39,11,2,3,1,4,39
0,4,23,85,39,11,2,3,1,4,39
0,4,23,85,39,11,2,10,1,4,39
0,4,23,85,39,11,2,16,1,4,39
0,4,23,85,39,11,2,16,1,4,39
0,4,22,82,39,12,2,15,1,4,39
0,4,21,78,39,13,2,14,1,4,39
0,4,20,74,39,14,2,13,1,4,39
0,4,19,73,39,15,3,13,1,4,39
0,4,18,72,39,16,3,12,1,4,39
0,4,17,66,39,17,3,11,1,4,39
0,4,16,64,39,18,4,11,1,4,39
0,4,20,76,46,14,5,13,1,5,46
0,4,20,76,46,14,5,13,1,5,46
0,4,20,76,46,14,5,13,1,5,46
0,4,20,76,46,14,5,13,1,5,46
0,4,20,76,46,14,5,19,1,5,46
0,4,20,76,46,14,5,21,1,5,46
0,4,20,76,46,14,5,22,1,5,46
0,4,19,72,46,15,4,16,1,5,46
0,4,18,71,46,16,4,15,1,5,46
0,4,17,70,46,17,4,14,1,5,46
0,3,20,54,51,14,4,11,2,4,51
0,3,20,54,51,14,4,11,2,4,51
0,3,20,54,51,14,4,11,2,4,51
0,3,20,54,51,14,4,11,2,4,51
0,3,20,54,51,14,4,13,2,4,51
0,3,20,54,51,14,4,13,2,4,51
0,3,20,54,51,14,4,13,2,4,51
0,3,22,62,54,12,2,9,1,3,54
0,3,22,62,54,12,2,9,1,3,54
0,3,22,62,54,12,2,9,1,3,54
0,3,22,62,54,12,2,9,1,3,54
0,3,22,62,54,12,2,13,1,3,54
0,3,22,62,54,12,2,14,1,3,54
0,3,22,62,54,12,2,14,1,3,54
0,3,21,60,54,13,2,13,1,3,54
0,3,20,57,54,14,3,13,1,3,54
0,3,19,54,54,15,3,12,1,3,54
0,3,18,52,54,16,4,12,1,3,54
0,3,17,50,54,17,4,11,1,3,54
0,3,16,48,54,18,4,10,1,3,54
0,3,16,47,50,18,4,6,1,3,50
0,3,15,46,50,19,5,6,1,4,50
0,3,22,68,53,12,3,5,2,3,53
0,3,22,68,53,12,3,5,2,3,53
0,3,22,68,53,12,3,5,2,3,53
0,3,22,68,53,12,3,5,2,3,53
0,3,22,68,53,12,3,10,2,3,53
0,3,22,68,53,12,3,10,2,3,53
0,3,22,68,53,12,3,10,2,3,53
0,3,22,67,48,12,3,5,2,3,48
0,2,24,81,53,10,2,4,1,2,53
0,2,24,81,53,10,2,4,1,2,53
0,2,24,81,53,10,2,4,1,2,53
0,2,24,81,53,10,2,4,1,2,53
0,2,24,81,53,10,2,11,1,2,53
0,2,24,81,53,10,2,16,1,2,53
0,2,24,81,53,10,2,16,1,2,53
0,2,23,78,53,11,3,16,1,2,53
0,2,22,76,53,12,4,16,1,2,53
0,2,21,69,53,13,3,14,1,2,53
0,2,21,68,47,13,3,8,1,2,47
0,2,20,65,47,14,3,7,1,2,47
0,2,19,64,47,15,4,7,1,2,47
0,2,18,61,47,16,5,7,1,3,47
0,2,17,60,47,17,6,7,1,3,47
0,2,26,86,44,8,1,2,1,2,44
0,2,26,86,44,8,1,2,1,2,44
0,2,26,86,44,8,1,2,1,2,44
0,2,26,86,44,8,1,2,1,2,44
0,2,26,86,44,8,1,8,1,2,44
0,2,26,86,44,8,1,8,1,2,44
0,2,26,86,44,8,1,8,1,2,44
0,2,25,85,44,9,2,8,1,3,44
0,2,24,83,44,10,2,2,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,27,110,44,7,2,16,1,2,44
0,2,26,104,44,8,1,7,1,2,44
0,2,25,102,44,9,2,7,1,3,44
0,2,24,100,44,10,3,7,1,3,44
0,2,23,98,44,11,3,6,1,3,44
0,2,22,95,44,12,4,6,1,4,44
0,2,21,93,44,13,4,4,1,3,44
0,2,27,120,42,7,2,10,1,2,42
0,2,27,120,42,7,2,10,1,2,42
0,2,27,120,42,7,2,10,1,2,42
0,2,27,120,42,7,2,10,1,2,42
0,2,27,120,42,7,2,16,1,2,42
0,2,27,120,42,7,2,16,1,2,42
0,2,27,120,42,7,2,16,1,2,42
0,2,26,113,42,8,1,7,1,2,42
0,2,25,111,42,9,2,7,1,3,42
0,2,24,109,42,10,2,2,1,2,42
0,2,26,129,45,8,3,16,2,2,45
0,2,26,129,45,8,3,16,2,2,45
0,2,26,129,45,8,3,16,2,2,45
0,2,26,129,45,8,3,16,2,2,45
0,2,26,129,45,8,3,21,2,2,45
0,2,26,129,45,8,3,21,2,2,45
0,2,26,129,45,8,3,21,2,2,45
0,2,25,128,45,9,2,12,2,2,45
0,2,24,126,45,10,3,12,2,2,45
